Frequency (Hz)	Level (dB)
17011.230469	-34.179810
17054.296875	-32.720207
17097.363281	-31.633568
17140.429688	-31.433142
17183.496094	-32.163239
17226.562500	-33.605766
17269.628906	-34.489555
17312.695312	-33.399521
17355.761719	-32.057346
17398.828125	-31.469376
17441.894531	-31.801147
17484.960938	-32.954773
17528.027344	-34.367840
17571.093750	-34.184471
17614.160156	-32.733749
17657.226562	-31.738667
17700.292969	-31.573870
17743.359375	-32.299210
17786.425781	-33.684761
17829.492188	-34.631256
17872.558594	-33.698307
17915.625000	-32.341866
17958.691406	-31.639160
18001.757812	-31.804106
18044.824219	-32.772953
18087.890625	-34.213097
18130.957031	-34.598759
18174.023438	-33.336582
18217.089844	-32.151184
18260.156250	-31.659554
18303.222656	-32.042744
18346.289062	-33.143970
18389.355469	-34.517918
18432.421875	-34.512123
18475.488281	-33.158569
18518.554688	-32.093643
18561.621094	-31.726328
18604.687500	-32.218349
18647.753906	-33.371479
18690.820312	-34.670277
18733.886719	-34.500008
18776.953125	-33.145351
18820.019531	-32.130104
18863.085938	-31.795732
18906.152344	-32.301895
18949.218750	-33.441261
18992.285156	-34.724300
19035.351562	-34.602306
19078.417969	-33.282001
19121.484375	-32.247944
19164.550781	-31.858130
19207.617188	-32.292866
19250.683594	-33.357777
19293.750000	-34.674114
19336.816406	-34.800732
19379.882812	-33.572075
19422.949219	-32.460320
19466.015625	-31.948166
19509.082031	-32.255543
19552.148438	-33.345631
19595.214844	-35.439331
19638.281250	-38.748997
19681.347656	-43.204582
19724.414062	-48.549728
19767.480469	-54.470760
19810.546875	-60.656845
19853.613281	-66.824966
19896.679688	-72.741631
19939.746094	-78.234879
19982.812500	-83.221413
20025.878906	-87.674095
20068.945312	-91.628860
20112.011719	-95.143036
20155.078125	-98.248657
20198.144531	-101.083061
20241.210938	-103.623627
20284.277344	-105.858337
20327.343750	-108.017563
20370.410156	-109.806732
20413.476562	-111.611374
20456.542969	-113.164192
20499.609375	-114.390198
20542.675781	-115.833672
20585.742188	-116.631279
20628.808594	-117.932159
20671.875000	-118.353691
20714.941406	-119.623123
20758.007812	-119.390915
20801.074219	-120.505882
20844.140625	-120.330490
20887.207031	-120.796661
20930.273438	-120.959633
20973.339844	-121.578979
21016.406250	-121.737343
21059.472656	-121.623268
21102.539062	-121.762627
21145.605469	-121.717216
21188.671875	-122.175735
21231.738281	-122.484077
21274.804688	-121.884300
21317.871094	-121.540619
21360.937500	-122.202255
21404.003906	-122.837967
21447.070312	-122.837494
21490.136719	-122.217476
21533.203125	-122.247078
21576.269531	-122.238838
21619.335938	-122.516708
21662.402344	-122.564819
21705.468750	-122.544098
21748.535156	-122.250557
21791.601562	-121.974045
21834.667969	-122.287270
21877.734375	-122.306007
21920.800781	-122.381866
21963.867188	-122.594582
22006.933594	-122.371490
